artist,album,track,overall_loudness,spectral_energy,dissonance,pitch_salience,bpm,beat_loudness,danceability,tuning_frequency,valence,arousal,aggressive,happy,party,relaxed,sad,acoustic,electronic,instrumental,timbreBright,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Manchester Orchestra,Mean Everything To Nothing,Tony The Tiger (Album Version),-8.25832080841,,,,133.912857056,0.0521424934268,1.40347576141,441.782684326,5.2855783,3.647798,0.8594167,8.77623e-4,0.8564601,0.59417146,0.8511413,3.99085e-4,0.9612992,0.1672491,0.45030075,188,1,88.3,89.39,9.87,188,7.98,95.74,89.36,73.94,31.91,20.74,7.45,0.53,12.77,0,0,11.17,9.57,4.79,0,4.79,18.09,7.98,8.51,4.79,29.79,3.72,2.66,2.66,1.6,0,1.06,25,1.06,23.94,8.51,0,4.26,2.66,3.19,5.32,0.53,2.13,0.53,1.6,0.53,0,0.53,0,0,0.53,0,14.89,0.53,0,0,0,0,0.53,13.83,1.06,0,1.06,0,0,0,0,0,2.66,0,1.06,0,1.6,0,1.06,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,5.32,5.32,0,1.6,3.72,0,0,0,2.66,11.17,3.19,0.53,0,0,0,0,0,5.85,0,0,0,0,5.85,0,0
Manchester Orchestra,Simple Math,Apprehension,-9.13382911682,,,,102.04566955599999,0.0633614510298,1.17719554901,434.193115234,4.6786404,3.4287379,0.5296897,0.002932326,0.97455144,0.24278952,0.8649832,0.020207908,0.9585366,0.12042032,0.45906526,255,36.31,40.06,95.46,37.12,255,16.08,91.76,77.25,60,20,14.9,8.63,1.96,3.53,0,0.78,5.1,17.25,8.24,0.78,12.94,7.45,5.49,6.67,2.75,18.04,6.67,4.31,6.67,3.14,2.75,0.78,14.51,3.53,10.2,2.35,1.57,1.57,2.35,0,2.75,0,6.67,3.92,2.75,3.53,1.96,1.57,1.57,0,0,0,11.76,3.53,0.39,0,0,0.78,1.18,8.63,0.78,0.39,0,0,0,0,0,0,2.75,0.39,0,0.78,0.39,1.18,2.35,1.18,0.39,0,0,0,0,0,0.78,0,0,2.35,0,0.78,0,0.39,1.18,0.78,7.06,11.37,0,3.14,7.45,0,0.78,0,4.71,5.88,3.53,1.96,0.78,0,0.78,0,0,4.71,0,1.96,0,0,2.35,0.39,0
Manchester Orchestra,Simple Math,April Fool,-8.08309173584,,,,165.287658691,0.037896566093,1.12791419029,443.316436768,4.8750954,3.123336,0.64820486,0.005245534,0.99386823,0.37625036,0.7924843,0.111015685,0.8339325,0.1852551,0.4574188,298,3.45,3.87,99,10.3,149,6.38,93.29,81.54,63.76,24.83,19.8,15.1,0.67,4.03,0,0,5.03,16.44,4.36,3.69,10.4,11.41,8.39,8.39,2.35,25.84,3.36,7.72,3.36,0.67,2.35,0.34,9.4,1.34,6.71,1.01,0.67,0.67,1.01,0,3.69,0,2.35,0.67,1.68,1.34,0.67,0.67,0,0.34,0.34,0,7.72,1.01,0,0,0,0.34,0.34,6.38,1.01,0,0,1.01,0,0,0,0,1.68,0,0.34,0,0.34,1.01,2.68,0,0,0,0,0,0,0,0.34,0.34,0.34,1.01,0,0.34,2.68,0,1.01,0,9.73,12.75,0,4.36,10.07,1.68,0,0,6.04,6.71,6.04,1.68,0,0,0,0,0,13.09,1.01,5.03,0,0,7.05,0,0
Manchester Orchestra,Simple Math,Deer,-17.3623428345,,,,135.525726318,0.0202704630792,0.877366185188,437.971466064,3.496233,3.473927,0.13015875,4.62967e-4,0.9933538,0.002939479,0.5324558,0.044530503,0.62685114,0.33165637,0.46672612,197,11.37,10.67,98.68,6.86,98.5,8.12,94.92,83.76,65.48,22.84,16.75,11.68,1.02,4.06,0,0,6.09,11.68,5.58,1.02,14.21,9.14,11.17,5.58,3.55,20.81,8.63,3.05,5.08,2.03,0.51,2.54,12.69,4.57,8.12,2.03,0.51,2.03,2.54,0.51,2.03,0,7.61,2.54,4.06,1.52,0.51,1.02,0,0,0,1.02,13.2,4.57,0,0,0.51,0.51,2.03,6.6,0,0,0,0.51,0,0,0,0,2.03,0,1.02,0.51,0.51,0,3.55,0.51,0,0,0,0,0,1.52,0.51,1.52,0.51,0,1.02,0,0.51,0,0,0,12.18,10.15,0,2.54,7.61,0.51,0,0,6.6,4.06,9.14,1.02,0,0,0,0,0,11.17,0,5.08,0.51,0,5.58,0,0
Manchester Orchestra,Simple Math,Leaky Breaks,-11.0642356873,,,,98.0138168335,0.0647763758898,1.12411856651,436.708374023,4.17641,3.5044222,0.5477409,0.002209694,0.9807418,0.09490749,0.7929836,0.016807517,0.89731985,0.1541176,0.4579182,318,2.94,38.24,98.5,2.82,318,16.67,88.68,73.9,61.95,24.53,17.3,9.75,1.26,5.66,0.63,0,7.23,9.12,3.77,0,11.64,11.01,10.69,7.86,2.83,17.61,4.09,0.63,2.52,1.57,0.63,0.31,12.26,1.57,10.69,3.46,0.31,1.89,5.66,0,3.14,0,5.97,1.57,4.09,2.2,0.31,1.89,0.94,0.31,0,0.31,11.64,2.52,0,0,0.31,0.94,0.94,8.81,0.31,0,0.94,0,0,0,0,0,2.52,0,1.57,0.31,0.31,0.31,2.2,0,0,0,0,0,0,0.94,0.31,0,0.31,0.31,0,0,0,0,0.31,0,5.35,12.89,0.31,1.89,9.12,2.2,0.31,0.63,5.35,5.03,4.09,3.14,0,0,0,0,0,8.49,0,1.57,0.31,0,6.6,0,0
Manchester Orchestra,Simple Math,Leave It Alone,-8.56318950653,,,,99.8047027588,0.0364010743797,0.969892501831,442.03793335,4.308899,3.4014885,0.42006004,0.003636506,0.9905881,0.2111658,0.72224194,0.048678614,0.7855824,0.13997787,0.45745733,199,3.68,4.58,99,2.82,199,9.55,93.97,80.9,63.32,24.62,16.58,11.06,1.51,4.02,0,0,8.04,12.06,4.52,1.01,12.06,7.04,11.06,10.05,4.02,21.11,4.02,2.51,3.02,2.01,0.5,0.5,14.57,3.02,11.56,2.51,0.5,2.51,3.52,0,6.53,0,4.52,1.01,3.52,2.01,0.5,1.51,1.01,0.5,0,0,10.05,1.51,0,0,0.5,0,1.01,6.53,0.5,0,0,1.01,0,0,0,0,1.51,1.01,0.5,0,0,0,3.02,1.51,1.01,0,0,0,0,0,1.01,0,0.5,2.51,0,0,0,0,0,0,10.55,17.59,1.01,4.52,8.54,1.01,2.01,1.01,7.04,4.52,6.03,1.51,0.5,0,0.5,0,0,8.54,0,2.51,0,0,6.03,0,0
Manchester Orchestra,Simple Math,Mighty,-7.39838409424,,,,125.319320679,0.0775790438056,1.2821264267,441.017791748,4.9089704,3.1446304,0.5951544,0.004533093,0.9839301,0.24178313,0.9550517,0.004785169,0.9724721,0.063799046,0.45031226,213,33.81,48.42,89.01,7.54,213,12.68,92.02,71.36,55.87,19.72,16.9,9.39,0.47,7.04,0,0,2.82,13.15,7.04,0,13.15,12.21,2.35,6.1,1.88,22.07,6.1,0,3.29,0.47,1.41,1.41,9.86,0,9.86,1.41,2.82,1.88,1.88,0.47,3.29,0.47,7.04,2.82,4.23,4.23,2.35,1.88,0.47,0,0.94,0,12.21,3.76,0.47,0.47,0.94,0,0.94,8.45,0,0,0,0.94,0.94,0,0,0.94,1.88,0,1.88,0,0,0,5.63,0.47,0,0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0.47,0,7.98,12.68,0.94,4.23,7.04,1.41,0.47,0.47,1.41,3.76,5.63,3.29,0.47,0,0.47,0,0,9.39,0,1.88,0,0,6.57,0.94,0
Manchester Orchestra,Simple Math,Pale Black Eye,-8.55858135223,,,,136.015960693,0.0462292730808,1.15294194221,435.952270508,4.7644744,3.375764,0.7092624,0.005760576,0.9851641,0.25170302,0.87194395,0.008320438,0.94919556,0.100804776,0.45085856,142,1,52.67,19.49,1,142,7.75,98.59,81.69,63.38,33.8,28.17,15.49,0,11.27,1.41,0,5.63,2.82,0.7,0,11.27,8.45,6.34,7.75,4.23,23.24,4.93,0,2.11,0.7,0,1.41,17.61,0.7,16.9,0.7,4.23,7.75,1.41,2.11,2.11,0.7,6.34,0.7,4.23,4.93,0.7,3.52,0.7,0,0,0.7,16.9,2.11,0,0,0,0,0.7,13.38,0.7,0,0,2.11,0,0,0,0,1.41,0,0,0,1.41,0,9.15,4.23,2.82,0,0,0,0,0,0,3.52,2.82,1.41,2.82,0,1.41,0,0.7,0,9.15,5.63,0,0.7,1.41,2.11,0,1.41,2.11,5.63,4.93,0.7,0,0,0,0,0,9.15,0,4.23,0,0,4.93,0,0
Manchester Orchestra,Simple Math,Pensacola,-8.97825431824,,,,132.031951904,0.0517143793404,1.03194344044,434.193115234,4.978243,3.3408494,0.5998639,0.005198771,0.9641537,0.33677095,0.837551,0.021778319,0.94092256,0.17134413,0.4651114,383,7.28,16.87,70.89,5.3,383,13.05,93.73,79.11,60.84,23.5,18.54,11.49,0.78,2.09,3.92,0.26,4.96,10.7,4.96,1.31,9.4,7.57,11.49,5.22,2.35,19.32,7.31,4.44,2.61,1.83,0.52,0.52,15.93,3.13,12.79,1.83,0.26,2.61,5.74,0.52,2.87,0,6.01,2.09,3.92,1.83,1.57,0.26,0,0,0,0,13.58,4.18,0,0,1.31,0,1.57,9.14,1.04,0,4.18,1.04,0,0,0,0,4.7,3.13,0.26,0.26,1.31,0,6.01,1.83,0,0,0,1.83,0,2.61,0,0.52,0.78,1.31,0,0.26,0.26,0,0,0,6.01,7.83,0.26,0.52,4.7,1.31,0.26,0.78,6.27,5.48,6.79,2.35,0,0,0,0,0,16.19,0,6.53,0,0,2.87,6.79,0
Manchester Orchestra,Simple Math,Simple Math,-9.58469867706,,,,132.782165527,0.0423054546118,1.03280901909,439.745910645,4.4286213,3.3334181,0.5253439,0.002045093,0.99337876,0.1593264,0.6827933,0.08850222,0.7867791,0.207984,0.46036574,262,2.4,31.52,67.43,1.67,21.83,8.78,95.04,81.3,60.69,20.23,11.83,5.73,4.2,1.53,0,0.38,8.4,9.16,3.82,0.38,7.63,15.27,7.25,9.16,2.29,25.57,8.02,3.05,6.87,4.2,2.29,0.38,18.7,4.2,14.5,3.44,0.76,4.2,5.34,0.38,5.73,0,8.02,2.29,5.34,1.53,0,1.15,0,0.38,0,0,11.83,5.34,0.38,0.38,0.38,3.05,1.15,6.49,0,0,0,0,0,0,0,0,3.44,0,0,2.67,0,0.76,3.05,0,0,0,0,0,0,0.38,0.76,0.76,0.38,2.29,0,0,0,0,0,0,6.11,8.02,0.76,0.76,4.96,0.76,1.53,0,4.2,12.6,4.2,0.76,2.29,0,0,2.29,0,16.41,1.15,7.25,3.82,0,4.2,0,0
Manchester Orchestra,Simple Math,Virgin,-9.40355396271,,,,139.914978027,0.0440850108862,1.01553058624,434.193115234,4.4322877,3.3240898,0.51778775,0.003972876,0.9904809,0.21056917,0.78193414000000006,0.021203756,0.81093776,0.14964186,0.4664298,296,10.5,97.61,97.24,29.32,148,4.05,92.57,74.66,62.16,23.31,17.23,3.72,6.76,5.74,1.01,0,6.08,19.59,4.05,2.03,13.51,8.45,5.07,9.8,4.05,13.85,5.74,4.73,8.11,7.43,0.68,0,12.16,3.72,8.45,1.69,0,1.35,1.01,0.68,4.05,0,0.68,0.68,0,0,0,0,0,0,0,0,15.54,1.01,0,0,0,0,0,14.19,0,0,0,1.01,0,0,0,0,3.04,0,2.03,0.34,0,0.68,5.74,0,0,0,0,0,0,0,0.68,0,0,1.01,0,0,0,0,0,0,9.46,14.86,0,3.72,12.84,0,0.34,0.68,5.07,1.69,3.38,2.03,2.03,2.03,0,0,0,10.81,1.01,5.07,0,0,3.38,1.35,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs",Alice and Interiors [Explicit],-12.4783344269,,,,120.005531311,0.0285329781473,1.10711836815,441.272583008,4.180272,3.8478823,0.29827458,0.007611805,0.9949329,0.10234718,0.5274472,0.28394023,0.811364,0.19755335,0.4819026,240,1,71.38,71.5,15.56,24,5,96.67,88.75,67.5,26.25,20.42,10,1.25,9.17,0,0,5.83,14.17,6.67,0,7.08,20.83,7.92,4.58,3.75,30.42,8.75,1.25,3.33,1.67,1.67,0,14.58,6.67,7.92,1.67,1.67,1.67,1.25,0.42,2.08,0,7.92,3.33,3.75,2.08,0.83,1.25,0,0,0,0.83,17.92,6.25,1.25,0.42,0,2.5,1.67,11.67,0,0,0.42,0.83,0.42,0,0,0.42,2.08,1.25,0,0,0,0.83,1.67,0.42,0,0,0,0,0,0,0.83,1.25,0,0.42,0,0,0.42,0,0,0.83,6.25,8.33,0.83,1.25,2.5,0.83,2.92,1.67,5.42,4.58,11.25,2.5,2.92,0.83,1.67,0.42,0,15.42,2.92,2.08,0.83,0,9.58,0,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs",I'd Rather Have,-12.8908424377,,,,123.990638733,0.0241157393903,1.06469666958,440.508636475,3.9500065,3.649635,0.23305412,0.001610984,0.99486154,0.014867092,0.6470659,0.09527849,0.8136895,0.16388856,0.46168667,231,23.77,12.22,92.29,20.23,115.5,9.96,95.67,78.35,64.94,21.21,18.61,12.55,1.3,4.33,0,0.43,2.6,15.58,6.49,0.43,16.02,9.09,10.39,7.36,0.43,16.45,5.19,2.6,3.9,1.73,2.16,0,18.61,2.16,16.45,2.16,1.73,4.33,4.33,0.43,4.76,0,7.36,3.46,3.46,4.76,1.73,2.6,0.43,0,1.73,0,8.66,2.16,0,0,0,0,1.3,6.06,0,0,0,0,0.43,0,0,0.43,0.87,0,0.43,0,0,0.43,6.93,0.87,0,0,0.43,0.43,0,0,0,0.43,1.3,1.73,0,0.43,0,0,0,0.43,7.36,13.85,1.3,0,7.36,4.33,0.87,0.43,3.46,3.03,1.3,2.16,0,0,0,0,0,6.93,0,3.03,0.43,0,3.03,0.43,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs","Play It Again, Sam! You Don't Have Any Feathers [Explicit]",-15.8003253937,,,,95.0733184814,0.0346964783967,1.185521245,438.731048584,3.5764968,3.2851112,0.00451314,0.003053521,0.99908763,0.0010952,0.04747047,0.7573828,0.24581474,0.22881429,0.47182316,247,63.1,87.51,86.87,11.89,123.5,8.5,94.74,75.71,55.47,18.62,14.98,4.86,0,6.48,3.24,0.4,3.64,17,8.91,1.21,13.77,6.07,2.43,5.67,2.02,19.84,4.45,3.24,5.26,2.43,2.02,0.81,10.12,0.4,9.72,2.02,0.81,1.21,1.62,0.81,3.64,0.4,4.86,2.02,2.83,1.21,0,1.21,0,0,1.21,0,19.43,6.07,1.62,2.02,0,0.81,3.24,13.36,2.43,0,2.02,3.64,0.4,0,0,0.4,2.43,0,0,0.4,0,2.02,3.64,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0.4,0,10.12,14.98,0.4,4.45,8.1,2.83,0.4,0,5.67,8.1,3.64,0.4,0.4,0,0,0.4,0,6.88,0,4.05,0.4,0,2.43,0,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs",Slow To Learn,-9.88918113708,,,,146.803665161,0.0280674509704,1.04298007488,438.477722168,4.813413,3.7847598,0.70373106,0.008448213,0.9478258,0.3711859,0.7685549,0.016345888,0.8716953,0.21235484,0.46886295,372,6.49,97.31,14.81,70.91,186,7.26,94.09,81.99,63.98,23.92,17.47,0.54,0.81,5.65,9.95,0.54,6.45,20.97,8.06,0.27,9.95,14.52,7.26,2.96,5.91,25,6.99,0.81,4.84,1.08,3.49,0.27,16.4,4.57,11.83,5.11,0.81,2.96,1.34,1.34,3.23,0,4.84,4.03,0.81,1.34,0.81,0.54,0.27,0,0.27,0,23.39,5.38,0.27,0,0,0.27,1.34,17.74,0,0.27,9.95,0.81,0,0,0,0,0.81,0.27,0,0.27,0,0.27,0.81,0.27,0.27,0,0,0,0,0.27,0,0,0,1.34,0,0.27,0,2.96,0.27,0.27,9.14,9.68,0.81,4.84,4.3,1.61,0.27,0,7.26,1.88,14.52,1.61,0.54,0,0,0.54,0,11.56,0,2.96,0.27,0,7.53,0.81,0
Manchester Orchestra,"You Brainstorm, I Brainstorm, but Brilliance Needs",The Procession,-10.7839450836,,,,152.928665161,0.019672498107,0.973396241665,440,4.2906227,3.7182438,0.38619253,0.002562008,0.9816799,0.15718657,0.664464,0.071022205,0.92168546,0.14247899,0.45824262,171,1.29,50.51,94.43,13.9,85.5,7.6,94.74,78.95,59.06,23.98,16.96,6.43,2.34,7.6,0,0.58,7.02,16.37,2.92,1.17,8.77,11.11,6.43,8.77,7.6,23.39,5.85,2.34,2.34,2.34,0,0,9.94,1.75,7.6,1.17,1.17,0,1.17,0,3.51,0.58,9.94,4.68,5.26,3.51,1.17,2.34,0,0,2.34,1.17,12.87,2.34,0,0,0,0,1.17,10.53,0,0,0,0,0.58,0,0,0.58,4.68,2.92,1.17,0,0,0.58,3.51,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,12.87,12.28,1.17,4.09,3.51,0.58,3.51,0,8.19,1.17,8.77,5.26,0,0,0,0,0,20.47,1.75,8.19,0,0,9.94,0.58,0
The Front Bottoms,Ann,I Think Your Nose Is Bleeding,-7.06502914429,,,,124.982688904,0.0713483095169,1.04468643665,434.193115234,5.299233,2.960957,0.7802266,0.010597522,0.97356546,0.5397118,0.9181314,0.037891105,0.9684726,0.1245773,0.4464732,351,1,1,98.7,84.14,351,4.84,99.15,93.45,70.94,29.06,21.08,14.53,2.56,0,3.7,0.28,7.98,6.55,1.71,0.57,8.55,17.09,13.11,7.12,4.56,32.48,8.26,3.7,5.41,3.7,0.57,1.14,24.79,1.42,23.36,5.7,1.14,6.84,3.99,0,7.12,0,7.12,5.7,1.42,1.14,0.57,0.57,0,0,0,0,12.54,2.85,0.28,0,0,0,2.28,8.55,0,0.85,3.7,0,0.85,0,0,0.85,0.85,0.28,0.28,0,0.28,0,1.14,0.28,0,0,0,0,0,0.28,0,0.57,2.85,2.28,0,0,0.28,0,0.28,0,11.68,11.11,0,1.99,6.27,0.28,0,2.85,5.41,8.26,5.13,5.13,1.99,1.99,0,0,0,12.54,0,3.7,0,0,8.83,0,0
The Front Bottoms,Ann,Lonely Eyes,-7.68759536743,,,,104.957397461,0.0654747784138,1.27129077911,434.193115234,4.9069304,3.0491512,0.5868233,0.01491055,0.9935715,0.3443903,0.8579896,0.047137786,0.89599645000000006,0.18269695,0.44738364,250,1,94.01,52.03,1.44,125,9.2,99.6,87.2,64,27.2,21.6,8.4,0,11.2,0.8,1.2,5.6,15.2,2,0,8.4,14.4,5.6,9.2,2.8,29.6,7.6,4.8,2,0.4,0.8,0.8,18,4,14,2.8,1.6,6.8,3.2,0,2.8,0,7.6,2,5.2,5.2,0.4,4.4,0.4,0,3.6,0,22,4,0,0,0.4,0,2.8,14.8,0,0.4,2,0,0,0,0,0,3.6,0.4,0,2.8,0.4,0,0.8,0,0,0,0,0,0,0,0,1.6,0.4,1.6,0,0,0,0,0.4,0,11.2,12.4,0.8,2.4,6.4,1.6,0.4,1.2,3.2,1.2,8.8,0.4,0.4,0,0.4,0,0,13.2,0,2.8,0,0.4,7.6,2.4,0
The Front Bottoms,Ann,Pale Beneath the Tan (Squeeze),-6.98384857178,,,,119.140945435,0.0596321709454,1.13651406765,434.193115234,5.4022,3.036525,0.82937306,0.024119856,0.97517073,0.67906266,0.89279765,0.041023735,0.90114266,0.20651814,0.4401177,461,10.39,96.93,56.99,35.62,65.86,9.11,93.28,82.21,60.74,24.3,19.31,5.21,4.34,6.51,1.52,0.87,4.99,13.67,4.99,0.22,13.02,8.89,5.86,9.33,2.82,25.38,5.86,3.69,7.38,4.34,2.6,0.43,17.79,4.34,13.45,4.56,0.87,3.04,2.39,0.22,3.47,0,4.99,3.04,1.95,1.74,0.87,0.87,0,0,0.22,0,20.82,6.07,0,0,0.22,0,3.69,14.75,0,0,0.65,1.3,0,0,0,0,0.43,0.43,0,0,0,0,3.9,2.39,0.22,0,0,0,0,0,0,0,0.65,0.65,1.3,0,0.22,0,0.22,0,11.06,8.68,0.43,0.65,4.77,0.22,0.43,2.17,4.99,1.74,8.03,2.17,0.43,0.43,0,0,0,10.41,0,0.43,0.43,0.87,7.59,1.08,0
The Front Bottoms,Ann,Somebody Else,-8.1234703064,,,,133.001541138,0.0420983470976,0.985632658005,434.193115234,4.493344,3.2533605,0.5708991,0.006263007,0.9950251,0.2352699,0.906224,0.020538542,0.9463842,0.08077428,0.44610563,186,8.81,12.67,98.45,35.47,186,6.99,95.7,80.11,69.35,24.19,16.13,10.22,0,5.38,0.54,0,8.06,15.59,4.84,3.76,15.05,14.52,6.45,4.3,4.84,21.51,4.3,6.45,1.08,0,0.54,0.54,13.98,3.76,10.22,1.08,1.08,2.15,3.76,0,3.23,0,3.23,2.15,1.08,0,0,0,0,0,0,0,8.06,1.08,0,0,0,0,1.08,6.99,0,0,0,0.54,0,0,0,0,2.69,0.54,1.08,0.54,0,0.54,3.23,1.08,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,9.68,12.9,0.54,2.15,8.06,1.08,1.08,1.08,8.06,1.08,7.53,3.23,0.54,0,0.54,0,0,9.14,0,1.08,0,0,7.53,0.54,0
The Front Bottoms,Ann,Tie Dye Dragon,-8.042137146,,,,115.993667603,0.0581859722733,1.00306391716,434.193115234,4.6301484,3.0693593,0.6748368,0.002991636,0.9936465,0.20942129,0.8998378,0.016040457,0.92019653,0.095616,0.448339,248,27.12,3.39,74.65,1,49.6,11.69,88.31,72.58,45.56,20.16,13.31,11.29,0.81,0,0.4,0,6.85,8.87,5.65,0,8.47,10.08,4.84,2.82,0.81,15.32,3.63,0.4,1.21,1.21,0,0,11.69,2.02,9.68,1.21,0.4,0.81,6.85,0,1.21,0,6.05,1.21,4.84,4.44,0,4.44,1.21,0,0,0,6.45,4.44,1.61,0,0,0,2.02,2.02,0,0,0,0.4,0,0,0,0,1.21,0.81,0,0.4,0,0,1.61,0,0,0,0,0.81,0,0,0.81,0.4,0,0.4,0,0,0,0,0.4,0.81,6.45,7.66,0,0.4,4.03,2.42,0,0.81,4.84,4.44,8.87,2.02,19.76,0.4,9.68,9.68,0,20.16,4.84,7.66,0,0,7.66,0,0
The Front Bottoms,Ann,Today Is Not Real,-7.7659239769,,,,80.829574585,0.0411053821445,0.91287279129,442.03793335,4.451659,3.3534508,0.5800655,0.004067176,0.99231404,0.120094486,0.926006,0.022235647,0.94754314,0.04962213,0.44622096,187,6.68,3.14,99,53.36,62.33,14.44,95.72,80.21,61.5,19.79,15.51,12.3,0,2.14,0,0.53,4.28,11.76,7.49,1.07,10.7,16.58,11.76,4.28,2.14,24.6,10.7,3.74,0.53,0,0,0.53,21.93,2.14,19.79,12.83,2.14,2.14,1.6,0.53,2.14,0.53,5.35,3.74,1.6,2.67,1.07,1.6,0.53,0,0.53,0,8.02,3.74,0,0,0,0,1.6,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,10.7,9.09,0,1.07,0,0,0,1.07,0.53,0,0.53,0,0,0,0,0,1.07,9.63,12.3,1.6,2.14,4.81,2.67,0,2.67,5.88,2.14,7.49,6.95,1.07,1.07,0,0,0,25.67,1.6,6.95,0.53,0,10.16,6.42,0
The Front Bottoms,Back on Top,2YL,-7.08778524399,,,,144.710800171,0.05114961043,1.31278395653,440.763122559,5.3422785,3.28506,0.51903063,0.02476395,0.9743199,0.64158845,0.81717277,0.02696151,0.9655921,0.1454279,0.45047364,350,27.19,86.05,55.31,16.95,58.33,7.43,89.43,76.29,64.29,23.43,15.43,7.71,3.43,4.29,0,0,8,19.43,7.14,1.71,12,10.29,4.57,5.14,0.29,16.29,3.71,5.43,4.86,4.86,0,0,18.29,6.29,12,2,1.43,4.57,2,0,0.29,0,4.29,2,2.29,0.86,0.29,0.57,0,0,0,0,13.71,4.57,0,0,1.14,0,1.43,9.43,0,1.43,0,0,0,0,0,0,0.86,0.29,0,0,0.57,0,2.57,0.86,0,0.29,0,0,0.29,1.43,0,0,0,1.71,0,0,0,0,0,0.57,8.86,10.57,0.86,0.86,8,0.86,0,1.14,4.57,0.57,2.57,0,2.86,1.43,1.43,0,0,12.86,0,2.57,1.43,0,5.43,3.43,0
The Front Bottoms,Back on Top,Cough It Out,-7.14192438126,,,,102.308815002,0.0510274320841,1.24829626083,434.193115234,5.3056903,3.4968667,0.47099876,0.025214246,0.95746845,0.6238505,0.7635722,0.055826083,0.91403264,0.16463028,0.45827892,370,4.14,2.77,97.17,78.52,92.5,8.65,93.78,77.57,68.11,27.57,20.81,13.24,1.62,4.59,0,1.35,6.76,7.3,3.51,0,13.78,12.7,4.86,6.22,5.41,20.27,1.62,1.08,2.43,1.89,0.27,0.27,13.78,1.62,10.27,1.89,0.54,2.7,2.16,0,6.49,0,3.78,3.78,0,3.24,3.24,0,0,0,0,0,12.97,5.41,0.81,0.27,0,0.27,1.08,7.84,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,6.22,5.95,0,0,3.24,0,0,0,0,0,0.54,1.62,0,0,3.78,0,0,0,12.16,6.22,0,0.27,5.14,0.81,0,0,4.32,1.89,7.57,1.35,0.81,0,0,0.81,0,12.7,0.27,4.86,0.81,0,4.86,1.89,0
The Front Bottoms,Back on Top,Ginger,-5.84859991074,,,,152.740982056,0.05852605775,1.04668605328,440.254241943,5.8406224,2.935821,0.74032015,0.014963438,0.9551877,0.7065102,0.9249024,0.012284684,0.95751613,0.07734016,0.44778165,265,11.42,3.29,91.43,6.94,265,7.17,86.42,80,67.55,22.64,18.87,12.08,0,3.4,2.64,0.75,3.77,13.96,4.91,0.75,14.72,12.45,5.66,6.79,4.53,15.85,3.77,5.66,1.51,0,0.38,1.13,13.58,3.4,10.19,0,0.38,3.77,0.75,0.38,4.15,0,2.26,0.38,1.89,1.89,0.38,1.51,0,0,0,0,8.3,1.51,0,0,0.38,0,1.13,6.79,0,0,2.64,0,0,0,0,0,0.38,0,0.38,0,0,0,1.51,0,0,0,0,0,0,0,0.75,1.13,0.38,1.13,0,0,0,0,0,0,4.15,12.08,0,0.38,11.7,0,0,0,3.77,1.13,12.08,1.13,6.04,0.38,3.4,2.26,0,15.09,0,4.53,0,0,6.79,3.77,0
